time,open,high,low,close,volume
2022-01-04,39.24,39.42,39.05,39.27,1077709
2022-01-05,39.22,39.80,39.00,39.27,1179378
2022-01-06,39.42,39.50,38.86,39.17,1166576
2022-01-07,39.02,39.41,38.60,38.89,1147485
2022-01-10,38.72,39.11,38.55,38.58,1068136
2022-01-11,38.43,38.78,38.03,38.25,1207345
2022-01-12,38.26,38.53,37.86,38.06,1026061
2022-01-13,37.97,38.29,37.46,37.64,1112052
2022-01-14,37.77,37.83,37.16,37.41,1223015
2022-01-17,37.23,37.53,36.92,37.22,1105963
2022-01-18,37.12,37.32,36.70,36.93,1153283
2022-01-19,36.84,37.01,36.39,36.59,1080563
2022-01-20,36.46,36.77,35.85,36.29,1182492
2022-01-21,36.11,36.55,35.87,36.10,1187811
2022-01-24,36.20,36.41,35.84,36.09,1037684
2022-01-25,35.97,36.42,35.45,35.95,1124795
2022-01-26,36.00,36.27,35.68,36.02,1080383
2022-01-27,35.89,36.10,35.44,36.05,1011644
2022-01-28,36.02,36.54,35.69,36.46,1052990
2022-01-31,36.56,37.26,36.38,36.77,1067914
2022-02-01,36.72,37.28,36.67,37.10,1032806
2022-02-02,37.25,37.91,37.03,37.61,976275
2022-02-03,37.59,38.50,37.24,38.00,979260
2022-02-04,38.14,38.79,37.91,38.46,1038943
2022-02-07,38.50,39.01,38.21,38.87,1016475
2022-02-08,38.78,39.71,38.36,39.18,943648
2022-02-09,39.12,39.70,38.85,39.49,914115
2022-02-10,39.41,40.26,39.17,39.81,1130708
2022-02-11,39.82,40.42,39.45,40.17,1044991
2022-02-14,40.12,40.70,40.02,40.49,919505
2022-02-15,40.47,41.03,40.23,40.59,1126138
2022-02-16,40.43,40.95,40.31,40.61,1118622
2022-02-17,40.48,40.97,40.02,40.48,1058328
2022-02-18,40.52,41.02,40.34,40.42,1240968
2022-02-21,40.54,40.71,40.12,40.46,1172385
2022-02-22,40.56,40.73,40.18,40.43,1089637
2022-02-23,40.25,40.69,39.81,40.14,1259497
2022-02-24,40.05,40.37,39.73,39.98,1140834
2022-02-25,40.05,40.50,39.53,39.87,1147872
2022-02-28,39.71,39.86,39.02,39.50,1238924
2022-03-01,39.51,39.67,39.18,39.31,1078726
2022-03-02,39.40,39.59,39.07,39.14,1135549
2022-03-03,39.29,39.39,38.78,39.03,1143985
2022-03-04,38.94,39.22,38.46,38.78,1122380
2022-03-07,38.77,39.23,38.41,38.76,1145552
2022-03-08,38.58,39.02,38.22,38.62,1123872
2022-03-09,38.66,38.83,38.43,38.76,1110683
2022-03-10,38.81,39.38,38.49,39.14,1018026
2022-03-11,39.30,39.62,38.88,39.48,965021
2022-03-14,39.59,39.94,39.44,39.83,1052763
2022-03-15,39.84,40.49,39.54,40.31,956411
2022-03-16,40.27,40.69,40.09,40.66,1041705
2022-03-17,40.65,41.41,40.27,41.05,1039304
2022-03-18,41.02,41.53,40.88,41.43,969852
2022-03-21,41.56,42.29,41.31,41.87,979271
2022-03-22,41.79,42.61,41.42,42.32,994535
2022-03-23,42.15,42.92,42.08,42.72,923729
2022-03-24,42.72,43.44,42.43,43.18,943957
2022-03-25,43.22,43.81,42.98,43.44,1024180
2022-03-28,43.49,43.99,43.28,43.80,1006568
2022-03-29,43.75,44.38,43.64,43.93,1035152
2022-03-30,43.93,44.32,43.47,43.99,1061538
2022-03-31,43.94,44.58,43.75,43.93,1009864
2022-04-01,43.83,44.41,43.51,43.80,1078050
2022-04-04,43.62,44.36,43.58,43.81,1212185
2022-04-05,43.71,44.12,43.29,43.56,1220269
2022-04-06,43.62,44.01,43.35,43.39,1071084
2022-04-07,43.32,43.71,42.91,43.04,1247302
2022-04-08,43.04,43.51,42.68,42.91,1223520
2022-04-11,42.91,43.02,42.51,42.64,1148605
2022-04-12,42.66,42.92,42.15,42.54,1195916
2022-04-13,42.60,42.71,42.07,42.43,1063463
2022-04-14,42.54,42.91,41.88,42.26,1190458
2022-04-15,42.27,42.52,42.01,42.11,1133587
2022-04-18,42.24,42.36,41.71,42.18,1039579
2022-04-19,42.35,42.74,41.75,42.43,1105633
2022-04-20,42.50,42.87,42.17,42.78,1031706
2022-04-21,42.72,43.25,42.51,42.97,985925
2022-04-22,42.91,43.58,42.71,43.46,930033
2022-04-25,43.37,44.10,42.98,43.82,948566
2022-04-26,43.98,44.39,43.65,44.26,908592
2022-04-27,44.13,44.93,43.71,44.67,1007574
2022-04-28,44.52,45.27,44.13,45.13,886611
2022-04-29,45.06,45.63,44.85,45.36,1035786
2022-05-02,45.28,46.15,45.19,45.74,1045807
2022-05-03,45.75,46.26,45.57,46.03,1034631
2022-05-04,46.13,46.76,45.71,46.24,1102369
2022-05-05,46.40,46.91,46.10,46.48,1024884
2022-05-06,46.53,47.07,46.17,46.50,1047152
2022-05-09,46.56,47.18,46.32,46.63,1117721
2022-05-10,46.67,47.15,46.19,46.66,1090165
2022-05-11,46.75,47.07,46.24,46.46,1222331
2022-05-12,46.59,47.02,46.25,46.34,1178779
2022-05-13,46.45,46.91,45.95,46.27,1205488
2022-05-16,46.18,46.50,45.70,45.89,1116059
2022-05-17,45.75,45.99,45.40,45.54,1125128
2022-05-18,45.52,45.88,44.93,45.34,1090645
2022-05-19,45.33,45.67,44.71,45.03,1050987
2022-05-20,44.87,45.15,44.24,44.56,1160692
2022-05-23,44.51,44.90,43.98,44.27,1039118
2022-05-24,44.21,44.62,43.46,43.85,1065551
2022-05-25,43.94,44.17,43.18,43.58,1043834
2022-05-26,43.71,43.82,43.05,43.37,1095944
2022-05-27,43.38,43.62,42.65,43.04,1018689
2022-05-30,42.99,43.29,42.36,42.84,992136
2022-05-31,42.93,43.28,42.31,42.74,991172
2022-06-01,42.65,43.04,42.42,42.69,1100748
2022-06-02,42.56,43.24,42.52,42.84,1136101
2022-06-03,42.90,43.33,42.77,43.10,1006135
2022-06-06,43.20,43.52,42.96,43.27,1054707
2022-06-07,43.17,43.64,42.94,43.60,1044958
2022-06-08,43.74,44.28,43.53,43.98,1044504
2022-06-09,43.82,44.63,43.58,44.31,954210
2022-06-10,44.39,45.06,43.98,44.67,1030765
2022-06-13,44.61,45.27,44.23,44.90,936557
2022-06-14,44.82,45.52,44.62,45.30,1054516
2022-06-15,45.44,45.97,45.08,45.66,950517
2022-06-16,45.78,46.42,45.36,46.18,1061522
2022-06-17,46.29,46.88,46.05,46.62,976338
2022-06-20,46.72,47.09,46.37,46.98,1127760
2022-06-21,46.95,47.82,46.60,47.39,1083626
2022-06-22,47.53,48.16,47.21,47.91,1136451
2022-06-23,47.75,48.42,47.56,48.27,1158991
2022-06-24,48.36,48.94,48.26,48.67,1152088
2022-06-27,48.63,49.06,48.32,48.77,1105949
2022-06-28,48.74,49.31,48.61,48.91,1212046
2022-06-29,48.99,49.52,48.50,49.02,1264913
2022-06-30,48.96,49.40,48.64,48.89,1170059
2022-07-01,48.86,49.52,48.70,48.91,1174520
2022-07-04,48.99,49.30,48.39,48.66,1150924
2022-07-05,48.52,48.92,48.29,48.51,1167145
2022-07-06,48.43,48.89,47.81,48.35,1246136
2022-07-07,48.29,48.55,47.54,47.92,1052745
2022-07-08,48.06,48.09,47.46,47.53,1056509
2022-07-11,47.51,47.85,46.94,47.21,1185401
2022-07-12,47.08,47.32,46.50,46.90,1030341
2022-07-13,46.80,47.17,46.09,46.46,1057304
2022-07-14,46.44,46.61,45.57,46.01,1136121
2022-07-15,45.92,46.04,45.24,45.58,1059394
2022-07-18,45.76,45.93,45.08,45.43,996367
2022-07-19,45.50,45.88,44.83,45.28,1060154
2022-07-20,45.42,45.68,45.02,45.38,966485
2022-07-21,45.38,45.89,45.08,45.45,1041127
2022-07-22,45.38,45.85,45.17,45.50,988835
2022-07-25,45.55,46.04,45.05,45.63,940702
2022-07-26,45.79,46.31,45.47,46.01,928182
2022-07-27,46.09,46.82,45.87,46.47,963520
2022-07-28,46.59,47.13,46.11,46.85,957902
2022-07-29,46.82,47.56,46.46,47.25,968906
2022-08-01,47.34,48.16,47.22,47.70,978431
2022-08-02,47.70,48.44,47.47,48.10,1055568
2022-08-03,48.06,48.88,47.97,48.56,1004364
2022-08-04,48.43,49.30,48.14,48.81,977365
2022-08-05,48.74,49.36,48.68,49.05,1085970
2022-08-08,49.06,49.60,48.61,49.32,1109059
2022-08-09,49.15,49.80,48.74,49.37,1146931
2022-08-10,49.40,49.63,48.98,49.34,1038806
2022-08-11,49.18,49.79,48.98,49.30,1194173
2022-08-12,49.16,49.59,48.74,49.17,1191450
2022-08-15,49.29,49.74,48.82,49.15,1163569
2022-08-16,49.09,49.49,48.58,48.78,1249286
2022-08-17,48.80,49.20,48.20,48.45,1120120
2022-08-18,48.52,48.76,47.92,48.18,1164311
2022-08-19,48.02,48.18,47.36,47.70,1078775
2022-08-22,47.55,47.91,46.96,47.22,1121536
2022-08-23,47.38,47.56,46.75,46.87,1164205
2022-08-24,47.01,47.24,46.41,46.58,1110032
2022-08-25,46.47,46.83,45.81,46.22,1156959
2022-08-26,46.12,46.54,45.65,45.84,1066767
2022-08-29,45.75,45.99,45.35,45.52,1128741
2022-08-30,45.64,45.87,45.29,45.51,980758
2022-08-31,45.38,45.77,44.98,45.42,1035471
2022-09-01,45.55,45.99,45.10,45.48,1113485
2022-09-02,45.38,45.87,44.93,45.53,1064733
2022-09-05,45.56,46.03,45.08,45.72,1043593
2022-09-06,45.81,46.26,45.69,46.13,1087336
2022-09-07,46.05,46.49,45.75,46.31,1012671
2022-09-08,46.20,46.95,46.09,46.66,1016193
2022-09-09,46.49,47.17,46.41,47.07,1001091
2022-09-12,47.18,48.05,46.85,47.45,884571
2022-09-13,47.31,47.94,47.04,47.75,1045339
2022-09-14,47.62,48.24,47.49,48.11,1003964
2022-09-15,48.24,48.90,47.99,48.54,1031046
2022-09-16,48.40,48.99,48.28,48.91,1059867
2022-09-19,49.05,49.61,48.90,49.29,972843
2022-09-20,49.45,49.94,49.31,49.62,1027720
2022-09-21,49.75,50.33,49.28,49.95,1066383
2022-09-22,49.95,50.63,49.66,50.27,1161901
2022-09-23,50.40,51.21,50.29,50.58,1091448
2022-09-26,50.60,51.24,50.16,50.57,1156445
2022-09-27,50.39,51.06,50.14,50.46,1216504
2022-09-28,50.48,50.81,50.21,50.40,1194071
2022-09-29,50.52,50.69,50.17,50.47,1107635
2022-09-30,50.55,50.84,49.94,50.29,1238779
2022-10-03,50.45,50.89,49.90,50.28,1171087
2022-10-04,50.26,50.38,49.60,50.11,1109386
2022-10-05,50.27,50.56,49.69,49.82,1230299
2022-10-06,49.66,49.98,49.14,49.50,1109897
2022-10-07,49.65,49.73,49.02,49.19,1103666
2022-10-10,49.06,49.52,48.49,48.85,1192960
2022-10-11,48.74,49.00,48.19,48.55,1062138
2022-10-12,48.72,48.95,47.86,48.24,1040561
2022-10-13,48.19,48.31,47.47,47.81,1023566
2022-10-14,47.83,47.99,46.86,47.49,1066958
2022-10-17,47.63,48.02,47.08,47.53,1118186
2022-10-18,47.48,47.73,47.19,47.36,981836
2022-10-19,47.46,47.83,47.28,47.53,1038894
2022-10-20,47.52,48.02,47.06,47.89,1004966
2022-10-21,47.83,48.41,47.53,48.22,915178
2022-10-24,48.29,48.76,47.77,48.58,1033717
2022-10-25,48.65,49.35,48.26,49.08,1016405
2022-10-26,49.06,49.86,48.61,49.41,1013970
2022-10-27,49.44,50.03,49.02,49.67,1028380
2022-10-28,49.55,50.35,49.32,50.09,892209
2022-10-31,50.04,50.84,49.68,50.59,1043443
2022-11-01,50.65,51.02,50.50,50.85,1023516
2022-11-02,50.85,51.57,50.76,51.24,962828
2022-11-03,51.42,51.93,51.09,51.61,1032427
2022-11-04,51.74,52.11,51.43,51.92,1140303
2022-11-07,52.06,52.63,51.75,52.44,1195136
2022-11-08,52.29,52.88,52.09,52.66,1137904
2022-11-09,52.67,53.35,52.45,53.02,1078902
2022-11-10,53.15,53.73,52.81,53.52,1207075
2022-11-11,53.58,53.88,53.43,53.73,1245046
2022-11-14,53.71,54.15,53.38,53.85,1189875
2022-11-15,53.71,54.21,53.50,53.94,1111153
2022-11-16,53.88,54.40,53.73,53.94,1111295
2022-11-17,54.00,54.47,53.71,53.96,1098589
2022-11-18,54.11,54.59,53.57,54.02,1149391
2022-11-21,54.15,54.31,53.64,53.84,1254301
2022-11-22,53.87,54.12,53.46,53.72,1247341
2022-11-23,53.57,53.83,53.10,53.47,1222178
2022-11-24,53.65,53.84,53.07,53.39,1196110
2022-11-25,53.35,53.56,52.84,53.05,1237252
2022-11-28,52.95,53.15,52.51,52.62,1142739
2022-11-29,52.74,52.84,52.40,52.58,1223991
2022-11-30,52.60,53.02,52.16,52.50,1087073
2022-12-01,52.34,52.92,52.27,52.49,1113465
2022-12-02,52.32,52.72,52.13,52.52,1142468
2022-12-05,52.70,52.93,52.23,52.57,995812
2022-12-06,52.59,52.89,52.19,52.82,1074826
2022-12-07,52.95,53.49,52.51,53.06,919399
2022-12-08,53.24,53.92,52.92,53.43,1017001
2022-12-09,53.40,54.16,52.90,53.72,974681
2022-12-12,53.78,54.42,53.34,54.21,924584
2022-12-13,54.14,54.57,53.80,54.52,970524
2022-12-14,54.67,55.42,54.39,54.91,1032980
2022-12-15,54.91,55.77,54.55,55.36,1012807
2022-12-16,55.21,55.86,54.77,55.49,917246
2022-12-19,55.43,56.24,55.06,55.82,1031471
2022-12-20,55.74,56.44,55.64,56.09,923949
2022-12-21,56.12,56.68,56.02,56.30,1041493
2022-12-22,56.47,56.84,56.24,56.51,1024193
2022-12-23,56.42,56.74,56.13,56.56,1209539
2022-12-26,56.38,56.98,56.23,56.43,1092247
2022-12-27,56.28,56.86,55.93,56.26,1260748
2022-12-28,56.32,56.54,56.06,56.14,1244872
2022-12-29,56.01,56.32,55.57,55.95,1191833
2022-12-30,56.03,56.31,55.39,55.65,1169709
2023-01-02,55.75,55.93,55.34,55.55,1146648
2023-01-03,55.55,55.69,55.26,55.27,1139173
2023-01-04,55.26,55.51,55.00,55.15,1034780
2023-01-05,55.29,55.35,54.74,55.03,1140033
2023-01-06,55.07,55.53,54.76,55.19,1125191
2023-01-09,55.13,55.48,54.70,55.37,976304
2023-01-10,55.28,55.87,55.23,55.68,989285
2023-01-11,55.71,56.18,55.31,56.10,1038317
2023-01-12,56.15,56.86,55.85,56.53,1036361
2023-01-13,56.38,56.94,56.33,56.84,1061306
2023-01-16,56.67,57.46,56.51,57.25,955163
2023-01-17,57.12,57.84,57.10,57.73,1057220
2023-01-18,57.63,58.23,57.42,58.03,1011396
2023-01-19,57.95,58.64,57.68,58.24,964526
2023-01-20,58.40,58.94,58.19,58.66,944629
2023-01-23,58.60,59.01,58.34,58.74,1011072
2023-01-24,58.80,59.49,58.74,59.16,982630
2023-01-25,59.09,59.63,58.82,59.38,1144792
2023-01-26,59.46,59.88,59.21,59.36,1188366
2023-01-27,59.36,59.93,59.10,59.60,1212554
2023-01-30,59.50,59.97,59.04,59.40,1225293
2023-01-31,59.39,59.98,59.02,59.36,1215914
2023-02-01,59.52,59.94,59.28,59.32,1108317
2023-02-02,59.20,59.56,58.89,59.14,1251898
2023-02-03,59.07,59.56,58.78,58.90,1181441
2023-02-06,58.83,59.02,58.35,58.46,1072401
2023-02-07,58.54,58.81,58.14,58.22,1237042
2023-02-08,58.09,58.28,57.43,57.90,1165339
2023-02-09,57.74,58.08,57.05,57.57,1190713
2023-02-10,57.53,57.82,56.78,57.19,1037177
2023-02-13,57.23,57.38,56.47,56.74,1065957
2023-02-14,56.88,57.15,56.26,56.58,1017627
2023-02-15,56.68,57.04,56.02,56.41,1074131
2023-02-16,56.31,56.63,55.78,56.32,1111959
2023-02-17,56.24,56.76,55.63,56.04,1079057
2023-02-20,56.09,56.24,55.73,56.15,1005750
2023-02-21,56.09,56.45,55.86,56.16,1095174
2023-02-22,56.22,56.64,55.96,56.33,927894
2023-02-23,56.43,56.88,56.01,56.71,926177
2023-02-24,56.79,57.31,56.55,57.08,933011
2023-02-27,56.93,57.62,56.62,57.41,1009031
2023-02-28,57.56,58.19,57.14,57.72,1062101
2023-03-01,57.83,58.48,57.55,58.18,994026
2023-03-02,58.14,58.83,57.91,58.49,959607
2023-03-03,58.32,59.28,57.98,58.91,983681
2023-03-06,59.03,59.57,58.74,59.27,983787
2023-03-07,59.26,59.99,58.93,59.66,1047547
2023-03-08,59.51,60.27,59.42,59.80,1025255
2023-03-09,59.98,60.33,59.77,60.27,1056603
2023-03-10,60.14,60.67,59.80,60.46,1110573
2023-03-13,60.54,60.95,60.15,60.74,1075638
2023-03-14,60.68,61.15,60.44,60.94,1186152
2023-03-15,61.11,61.61,60.75,60.98,1137364
2023-03-16,60.86,61.45,60.57,60.88,1179841
2023-03-17,60.79,61.15,60.57,60.95,1172918
2023-03-20,60.99,61.57,60.66,60.99,1152308
2023-03-21,60.99,61.31,60.59,60.78,1137701
2023-03-22,60.70,60.86,60.19,60.65,1111785
2023-03-23,60.52,60.74,60.18,60.49,1246813
2023-03-24,60.45,60.78,60.18,60.15,1089516
2023-03-27,60.20,60.31,59.81,60.08,1085733
2023-03-28,60.23,60.37,59.54,59.92,1159215
2023-03-29,59.84,60.09,59.50,59.89,1077354
2023-03-30,59.74,59.81,59.11,59.62,1175988
2023-03-31,59.54,59.99,59.06,59.56,999419
2023-04-03,59.44,59.85,59.16,59.66,1095195
2023-04-04,59.81,60.05,59.47,59.82,981244
2023-04-05,59.95,60.36,59.76,60.26,1034778
2023-04-06,60.30,61.12,59.97,60.64,1055507
2023-04-07,60.54,61.46,60.33,60.98,918499
2023-04-10,61.15,61.99,60.82,61.41,938945
2023-04-11,61.32,62.25,61.26,61.96,971384
2023-04-12,61.95,62.66,61.73,62.27,1047937
2023-04-13,62.31,63.13,61.93,62.55,939471
2023-04-14,62.59,63.31,62.30,62.97,994781
2023-04-17,62.91,63.87,62.52,63.23,939013
2023-04-18,63.14,63.89,62.93,63.50,992272
2023-04-19,63.44,64.09,63.31,63.73,1121418
2023-04-20,63.76,64.41,63.35,63.90,1039579
2023-04-21,63.94,64.61,63.83,64.15,1198976
2023-04-24,64.20,64.42,63.74,64.02,1158252
2023-04-25,64.04,64.69,63.75,64.13,1176852
2023-04-26,64.24,64.73,64.01,64.15,1072117
2023-04-27,64.15,64.33,63.56,63.90,1252829
2023-04-28,63.81,64.13,63.61,63.74,1203388
2023-05-01,63.57,64.11,63.21,63.54,1193159
2023-05-02,63.49,63.87,62.83,63.22,1117916
2023-05-03,63.34,63.51,62.49,62.79,1116103
2023-05-04,62.88,62.95,62.08,62.53,1166684
2023-05-05,62.51,62.90,61.87,62.21,1035073
2023-05-08,62.28,62.61,61.63,61.85,1196789
2023-05-09,61.73,62.07,61.38,61.67,1152533
2023-05-10,61.55,61.76,61.07,61.47,1055051
2023-05-11,61.36,61.52,60.88,61.27,1145125
2023-05-12,61.11,61.61,60.63,60.99,1091725
2023-05-15,61.08,61.18,60.61,60.93,1062888
2023-05-16,60.79,61.16,60.30,60.87,1018177
2023-05-17,60.69,61.15,60.48,60.86,1051491
2023-05-18,60.94,61.48,60.76,61.27,1072745
2023-05-19,61.19,61.84,61.05,61.51,995839
2023-05-22,61.35,61.83,61.18,61.65,926455
2023-05-23,61.53,62.34,61.15,62.01,989621
2023-05-24,61.95,62.78,61.79,62.51,1010672
2023-05-25,62.59,63.19,62.22,62.92,1001683
2023-05-26,62.82,63.40,62.74,63.29,1057997
2023-05-29,63.16,63.91,62.99,63.66,953606
2023-05-30,63.60,64.60,63.43,63.98,960661
2023-05-31,64.01,64.65,63.56,64.22,918840
2023-06-01,64.08,65.09,63.99,64.62,902045
2023-06-02,64.46,65.46,64.17,65.00,1056750
2023-06-05,65.13,65.83,64.84,65.27,970527
2023-06-06,65.32,65.72,64.99,65.50,980408
2023-06-07,65.62,66.31,65.41,65.90,1153356
2023-06-08,65.79,66.68,65.61,66.00,1176126
2023-06-09,66.06,66.58,65.85,66.15,1044395
2023-06-12,66.23,66.85,65.94,66.27,1162385
2023-06-13,66.23,66.52,65.92,66.14,1066418
2023-06-14,66.16,66.88,65.76,66.17,1142483
2023-06-15,66.16,66.51,65.79,66.10,1213298
2023-06-16,66.05,66.35,65.72,65.80,1228143
2023-06-19,65.70,66.12,65.34,65.57,1104981
2023-06-20,65.44,65.85,65.05,65.29,1119821
2023-06-21,65.22,65.46,64.84,65.07,1182066
2023-06-22,64.99,65.28,64.45,64.71,1025494
2023-06-23,64.71,65.17,64.07,64.50,1120582
2023-06-26,64.47,64.93,63.88,64.08,1015016
2023-06-27,64.18,64.62,63.48,63.82,1121649
2023-06-28,63.70,63.96,63.04,63.34,1014263
2023-06-29,63.32,63.62,62.68,62.88,1050891
2023-06-30,62.81,63.19,62.10,62.50,939621
2023-07-03,62.46,62.56,61.92,62.22,1077262
2023-07-04,62.33,62.60,61.88,62.16,963762
2023-07-05,62.31,62.47,61.81,62.02,964188
2023-07-06,61.86,62.32,61.48,62.02,1017220
2023-07-07,62.04,62.36,61.67,62.00,956113
2023-07-10,61.91,62.34,61.83,62.05,954010
2023-07-11,62.14,62.83,61.78,62.53,1014667
2023-07-12,62.59,62.88,62.28,62.85,929159
2023-07-13,62.88,63.69,62.66,63.40,925273
2023-07-14,63.31,63.86,62.87,63.78,1021705
2023-07-17,63.75,64.71,63.47,64.15,867084
2023-07-18,64.17,65.17,63.75,64.63,997024
2023-07-19,64.65,65.57,64.37,65.11,940955
2023-07-20,65.15,65.88,64.93,65.59,1009177
2023-07-21,65.45,66.10,65.03,65.93,1043322
2023-07-24,65.93,66.51,65.59,66.25,1119381
2023-07-25,66.17,66.77,65.95,66.51,1017734
2023-07-26,66.51,67.08,66.27,66.87,1102817
2023-07-27,66.82,67.35,66.51,67.17,1095576
2023-07-28,67.25,67.63,66.76,67.18,1086047
2023-07-31,67.26,67.67,66.80,67.21,1121058
2023-08-01,67.39,67.52,66.84,67.05,1176875
2023-08-02,67.04,67.50,66.83,66.96,1251109
2023-08-03,67.00,67.41,66.73,66.84,1165739
2023-08-04,66.67,67.07,66.47,66.66,1122296
2023-08-07,66.82,66.97,66.13,66.41,1208875
2023-08-08,66.40,66.78,65.85,66.12,1074344
2023-08-09,66.22,66.49,65.66,65.82,1227628
2023-08-10,65.88,66.05,65.16,65.44,1182041
2023-08-11,65.26,65.57,64.72,65.05,1087384
2023-08-14,64.90,65.12,64.27,64.60,1185029
2023-08-15,64.62,65.01,63.90,64.33,1113935
2023-08-16,64.35,64.62,63.81,64.10,1092886
2023-08-17,64.06,64.17,63.23,63.63,1058582
2023-08-18,63.61,64.02,63.06,63.30,1136332
2023-08-21,63.13,63.43,62.72,63.21,1022245
2023-08-22,63.03,63.31,62.67,63.10,1018485
2023-08-23,62.93,63.46,62.77,62.99,1087939
2023-08-24,62.82,63.31,62.46,62.82,1038411
2023-08-25,62.95,63.43,62.67,62.98,1102668
2023-08-28,63.10,63.62,62.79,63.30,1029979
2023-08-29,63.39,63.92,63.30,63.67,953965
2023-08-30,63.50,64.27,63.23,64.04,1011027
2023-08-31,64.11,64.95,63.93,64.49,978378
2023-09-01,64.57,65.31,64.25,64.85,1057058
2023-09-04,64.74,65.33,64.64,65.30,966511
2023-09-05,65.34,65.97,64.92,65.53,995751
2023-09-06,65.62,66.37,65.14,65.99,996672
2023-09-07,65.85,66.59,65.42,66.22,1025521
2023-09-08,66.34,66.90,65.91,66.55,913405
2023-09-11,66.51,67.12,66.34,66.78,967561
2023-09-12,66.93,67.30,66.64,67.17,1137761
2023-09-13,67.01,67.63,66.68,67.36,1106430
2023-09-14,67.42,67.97,66.99,67.51,1139869
2023-09-15,67.33,67.85,66.98,67.37,1160782
2023-09-18,67.19,67.57,66.83,67.26,1230469
2023-09-19,67.40,67.63,66.87,67.14,1255644
2023-09-20,67.19,67.48,66.66,67.12,1111302
2023-09-21,67.01,67.31,66.67,66.81,1085257
2023-09-22,66.89,67.11,66.28,66.55,1237874
2023-09-25,66.51,66.89,66.04,66.27,1247496
2023-09-26,66.35,66.56,65.67,65.95,1162411
2023-09-27,65.91,66.32,65.15,65.64,1084397
2023-09-28,65.54,65.70,64.75,65.13,1167405
2023-09-29,65.26,65.39,64.78,64.89,1186504
2023-10-02,64.96,65.19,64.44,64.84,1068549
2023-10-03,64.82,65.17,64.34,64.74,1022482
2023-10-04,64.81,65.04,64.58,64.90,1083814
2023-10-05,64.86,65.38,64.70,64.95,1026500
2023-10-06,64.94,65.36,64.65,65.13,994135
2023-10-09,65.28,65.72,65.10,65.48,978376
2023-10-10,65.61,66.09,65.44,65.83,1008905
2023-10-11,65.99,66.46,65.61,66.23,972702
2023-10-12,66.14,66.91,65.70,66.63,910489
2023-10-13,66.65,67.36,66.34,67.05,1055830
2023-10-16,67.08,67.91,66.86,67.47,943443
2023-10-17,67.57,68.42,67.26,67.80,934014
2023-10-18,67.76,68.36,67.63,68.00,1085336
2023-10-19,67.91,68.64,67.44,68.35,929363
2023-10-20,68.52,69.03,68.17,68.55,1025782
2023-10-23,68.61,69.04,68.21,68.59,1048273
2023-10-24,68.48,69.10,68.30,68.80,1158863
2023-10-25,68.80,69.07,68.34,68.68,1199867
2023-10-26,68.64,69.24,68.58,68.73,1109437
2023-10-27,68.70,69.16,68.37,68.62,1106369
2023-10-30,68.72,68.95,68.07,68.34,1117233
2023-10-31,68.30,68.58,67.99,68.19,1248660
2023-11-01,68.35,68.38,67.70,68.03,1081586
2023-11-02,67.86,68.31,67.23,67.74,1237209
2023-11-03,67.71,67.83,67.02,67.41,1118763
2023-11-06,67.58,67.78,66.80,67.21,1148942
2023-11-07,67.20,67.44,66.63,66.89,1142750
2023-11-08,66.75,67.13,66.13,66.40,1126699
2023-11-09,66.54,66.72,65.76,66.14,1169674
2023-11-10,66.05,66.30,65.47,65.66,1086467
2023-11-13,65.78,66.12,65.25,65.56,996208
2023-11-14,65.43,65.72,64.88,65.32,1033545
2023-11-15,65.47,65.60,64.92,65.37,1009495
2023-11-16,65.55,65.66,65.01,65.46,970191
2023-11-17,65.47,65.77,65.18,65.56,1035320
2023-11-20,65.38,65.88,64.97,65.74,1010424
2023-11-21,65.75,66.40,65.57,66.09,971135
2023-11-22,66.00,66.72,65.82,66.43,965174
2023-11-23,66.36,66.95,65.98,66.87,985195
2023-11-24,66.78,67.56,66.68,67.31,923527
2023-11-27,67.22,68.11,67.11,67.79,1018308
2023-11-28,67.89,68.66,67.66,68.31,994483
2023-11-29,68.39,69.13,68.05,68.79,893601
2023-11-30,68.87,69.43,68.56,69.10,1122282
2023-12-01,69.00,69.63,68.79,69.44,1010253
2023-12-04,69.44,70.14,69.12,69.65,982059
2023-12-05,69.65,70.19,69.24,69.82,1092638
2023-12-06,69.67,70.20,69.51,69.87,1133564
2023-12-07,69.82,70.43,69.61,69.76,1151446
2023-12-08,69.60,70.05,69.31,69.58,1110951
2023-12-11,69.40,69.68,68.85,69.35,1198620
2023-12-12,69.19,69.63,69.12,69.23,1217652
2023-12-13,69.05,69.48,68.51,68.81,1231183
2023-12-14,68.91,69.10,68.27,68.54,1164297
2023-12-15,68.49,68.97,68.01,68.26,1124449
2023-12-18,68.20,68.45,67.64,68.02,1194124
2023-12-19,67.85,68.11,67.53,67.89,1031438
2023-12-20,67.96,68.10,67.38,67.69,1008710
2023-12-21,67.74,67.97,67.12,67.66,1094164
2023-12-22,67.61,67.98,67.12,67.81,1076244
2023-12-25,67.86,68.03,67.38,68.02,1042343
2023-12-26,67.98,68.59,67.81,68.24,1094222
2023-12-27,68.33,68.86,67.92,68.69,975115
2023-12-28,68.74,69.39,68.45,68.92,974889
2023-12-29,69.04,69.94,68.90,69.42,1020382
2024-01-01,69.46,70.25,69.36,69.83,1036245
2024-01-02,69.93,70.52,69.46,70.23,895219
2024-01-03,70.34,71.09,70.06,70.71,908694
